Link,Name,Price,Color,Car_Description,Drived
https://www.carpages.ca/used-cars/saskatchewan/saskatoon/2017-dodge-charger-11260655/,2017 Dodge Charger,"$38,997",Green,4dr Sdn R/T RWD HEMI,"91,704KM"
https://www.carpages.ca/used-cars/ontario/oshawa/2019-ford-escape-11260652/,2019 Ford Escape,"$14,999",Black,SE,"159,243KM"
https://www.carpages.ca/used-cars/ontario/mississauga/2008-toyota-yaris-11260649/,2008 Toyota Yaris,"$3,699",Silver,LE,"267,000KM"
https://www.carpages.ca/used-cars/alberta/calgary/2013-bmw-3-series-11260646/,2013 BMW 3 Series,"$17,990",Black,328i xDrive,"113,500KM"
https://www.carpages.ca/used-cars/ontario/cayuga/2018-nissan-qashqai-11260643/,2018 Nissan Qashqai,"$17,995",Green,SV,"49,282KM"
https://www.carpages.ca/used-cars/ontario/mississauga/2023-jeep-wrangler-11260640/,2023 Jeep Wrangler,"$46,995",Green,Sahara  No Accident Carplay Navigation Remote Start,"18,616KM"
https://www.carpages.ca/used-cars/ontario/mississauga/2017-hyundai-santa-fe-11260637/,2017 Hyundai Santa Fe,"$16,995",Orange,Luxury  Carplay Infinity Navigation Panoramic Roof,"152,457KM"
https://www.carpages.ca/used-cars/ontario/mississauga/2021-mercedes-benz-gla-11260631/,2021 Mercedes-Benz GLA,"$39,995",Grey,250 4MATIC   AMG 360CAM Ambient Light Digital Dash Navigation,"45,614KM"
https://www.carpages.ca/used-cars/ontario/mississauga/2021-mercedes-benz-g-class-11260610/,2021 Mercedes-Benz G-Class,"$37,995",White,250 4MATIC  Digital Dash Ambient Light Navigation Panoramic Roof,"71,013KM"
https://www.carpages.ca/used-cars/ontario/mississauga/2022-mercedes-benz-gl-class-11260607/,2022 Mercedes-Benz GL-Class,"$39,995",Black,300 4MATIC   360CAM Ambient Light Navigation Panoramic Roof,"56,691KM"
https://www.carpages.ca/used-cars/ontario/mississauga/2022-lexus-is-11260598/,2022 Lexus IS,"$41,995",Grey,300  Carplay Sunroof Cooled Seats Blindspot,"16,779KM"
https://www.carpages.ca/used-cars/ontario/mississauga/2021-mazda-cx-5-11260592/,2021 Mazda CX-5,"$25,995",Gray,GS  No Accident Carplay Leather Heated Seats Blind Spot,"69,945KM"
https://www.carpages.ca/used-cars/ontario/mississauga/2020-mercedes-benz-gle-11260589/,2020 Mercedes-Benz GLE,"$52,995",Silver,350 4MATIC  AMG 360CAM Burmester HUD Ambient Light Navigation,"53,551KM"
https://www.carpages.ca/used-cars/ontario/mississauga/2020-audi-q5-11260580/,2020 Audi Q5,"$33,995",Black,Technik   No Accident S-Line Black Optic 360CAM B&O Ambient Light,"94,839KM"
https://www.carpages.ca/used-cars/ontario/burlington/2013-chevrolet-express-11260577/,2013 Chevrolet Express,"$6,999",White,"3500 177"" WB","344,168KM"
https://www.carpages.ca/used-cars/ontario/mississauga/2020-mercedes-benz-gl-class-11260574/,2020 Mercedes-Benz GL-Class,"$39,995",Blue,300 4MATIC   No Accident Digital Dash 360CAM AMG Ambient Light,"70,182KM"
https://www.carpages.ca/used-cars/saskatchewan/saskatoon/2010-ford-edge-11260571/,2010 Ford Edge,"$9,688",Ingot Silver Metallic,Limited - AWD - LEATHER - SIRIUSXM - PREMIUM AUDIO,"283,915KM"
https://www.carpages.ca/used-cars/ontario/north-york/2018-ford-focus-11260568/,2018 Ford Focus,"$7,500",White,SEL Sedan,"287,386KM"
https://www.carpages.ca/used-cars/nova-scotia/halifax/2021-ford-bronco-11260565/,2021 Ford Bronco,"$51,999",Iconic Silver Metallic,Black Diamond,"49,637KM"
https://www.carpages.ca/used-cars/ontario/gloucester/2015-kia-optima-11260529/,2015 Kia Optima,"$10,995",White,LX,"159,155KM"
https://www.carpages.ca/new-cars/nova-scotia/bridgewater/2024-gmc-sierra-1500-11260517/,2024 GMC Sierra 1500,"$74,354",Onyx Black,ELEVATION,889KM
https://www.carpages.ca/used-cars/ontario/burlington/2018-ford-e-series-cutaway-11260496/,2018 Ford E-Series Cutaway,"$33,999",White,"E-450 DRW 176"" WB","76,717KM"
https://www.carpages.ca/used-cars/ontario/elmvale/2008-ford-f-250-11260478/,2008 Ford F-250,"$19,995",White,SUPERDUTY 4X4 4 DOOR LARIAT,"357,920KM"
https://www.carpages.ca/used-cars/ontario/oshawa/2002-ford-mustang-11260475/,2002 Ford Mustang,"$12,999",Red,GT,"168,617KM"
https://www.carpages.ca/used-cars/ontario/kitchener/2014-hyundai-elantra-11260472/,2014 Hyundai Elantra,"$9,995",Black,GL,"133,977KM"
https://www.carpages.ca/used-cars/saskatchewan/saskatoon/2022-ram-3500-11260469/,2022 RAM 3500,"$87,000",Bright White Clearcoat,Laramie,"41,000KM"
https://www.carpages.ca/used-cars/saskatchewan/saskatoon/2020-volkswagen-atlas-11260466/,2020 Volkswagen Atlas,"$38,000",,Cross Sport 2.0T S,"54,375KM"
https://www.carpages.ca/used-cars/ontario/oshawa/2008-ford-mustang-11260433/,2008 Ford Mustang,"$11,999",Grey,Garden Street Auto Sales Ltd.,"176,531KM"
https://www.carpages.ca/new-cars/manitoba/winnipeg/2024-hyundai-tucson-11260427/,2024 Hyundai Tucson,"$38,598",Titan Grey,Preferred,26KM
https://www.carpages.ca/new-cars/alberta/calgary/2024-gmc-sierra-1500-11260424/,2024 GMC Sierra 1500,"$91,899",Onyx Black,AT4,CALL
https://www.carpages.ca/new-cars/alberta/calgary/2024-gmc-yukon-xl-11260421/,2024 GMC Yukon XL,"$104,214",Onyx Black,SLT,CALL
https://www.carpages.ca/new-cars/alberta/calgary/2024-gmc-sierra-1500-11260418/,2024 GMC Sierra 1500,"$100,915",Thunderstorm Grey,AT4X,CALL
https://www.carpages.ca/new-cars/alberta/calgary/2024-gmc-sierra-1500-11260415/,2024 GMC Sierra 1500,"$92,555",White Frost Tricoat,Denali,CALL
https://www.carpages.ca/new-cars/alberta/calgary/2024-gmc-sierra-1500-11260412/,2024 GMC Sierra 1500,"$97,855",White Frost Tricoat,Denali,CALL
https://www.carpages.ca/new-cars/manitoba/winnipeg/2024-hyundai-tucson-11260409/,2024 Hyundai Tucson,"$38,598",Shimmering Silver,Preferred ANNUAL TENT SALE! - May 10 & 11!,26KM
https://www.carpages.ca/new-cars/alberta/calgary/2024-gmc-canyon-11260406/,2024 GMC Canyon,"$82,960",SUMMIT WHITE,AT4X,CALL
https://www.carpages.ca/new-cars/alberta/calgary/2024-gmc-sierra-3500-11260403/,2024 GMC Sierra 3500,"$110,125",Thunderstorm Grey,HD AT4,CALL
https://www.carpages.ca/new-cars/alberta/calgary/2024-gmc-acadia-11260400/,2024 GMC Acadia,"$67,040",Ebony Twilight Metallic,AT4,CALL
https://www.carpages.ca/new-cars/manitoba/winnipeg/2024-hyundai-tucson-11260397/,2024 Hyundai Tucson,"$38,598",Titan Grey,Preferred,26KM
https://www.carpages.ca/new-cars/manitoba/winnipeg/2024-hyundai-tucson-11260394/,2024 Hyundai Tucson,"$38,598",Titan Grey,Preferred ANNUAL TENT SALE! - May 10 & 11!,26KM
https://www.carpages.ca/new-cars/manitoba/winnipeg/2024-hyundai-tucson-11260391/,2024 Hyundai Tucson,"$38,348",Crystal White,Preferred ANNUAL TENT SALE! - May 10 & 11!,26KM
https://www.carpages.ca/new-cars/manitoba/winnipeg/2024-hyundai-tucson-11260388/,2024 Hyundai Tucson,"$38,598",Titan Grey,Preferred ANNUAL TENT SALE! - May 10 & 11!,26KM
https://www.carpages.ca/new-cars/manitoba/winnipeg/2024-hyundai-tucson-11260385/,2024 Hyundai Tucson,"$38,598",Titan Grey,Preferred ANNUAL TENT SALE! - May 10 & 11!,26KM
https://www.carpages.ca/new-cars/manitoba/winnipeg/2024-hyundai-palisade-11260373/,2024 Hyundai PALISADE,"$62,498",Hyper White,Ultimate Calligraphy,26KM
https://www.carpages.ca/new-cars/manitoba/winnipeg/2024-hyundai-palisade-11260361/,2024 Hyundai PALISADE,"$62,748",Robust Emerald,Ultimate Calligraphy,26KM
https://www.carpages.ca/new-cars/manitoba/winnipeg/2024-hyundai-tucson-11260355/,2024 Hyundai Tucson,"$38,998",Amazon Grey,Preferred Annual Tent Sale - May 10th & 11th!!,26KM
https://www.carpages.ca/used-cars/ontario/guelph/2014-hyundai-elantra-11260346/,2014 Hyundai Elantra,"$9,995",Black,GL,"133,977KM"
https://www.carpages.ca/new-cars/manitoba/winnipeg/2024-hyundai-tucson-hybrid-11260331/,2024 Hyundai Tucson Hybrid,"$48,398",ASH BLACK,Ultimate ANNUAL TENT SALE! - May 10 & 11!,16KM
